"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"COFFEE 1.1","EN_INDCi2030_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,5180.392081,5276.487351999999,4901.312288999999,3720.100607,"",2469.568953,"",170.434947,"",-1123.333683,"",-1256.627174,"",-1142.18827
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_3000f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,10194.4089798413,9702.666915081623,9026.425009386305,9221.986594981625,10466.6731095338,11292.71059299457,"",12285.68772065033,"",10715.85493961245,"",5566.393231415386,"",-61.20719200235381
"POLES ENGAGE","EN_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,11038.580078125,8283.2490234375,5703.39599609375,3651.2470703125,2227.31640625,1665.80810546875,"",654.412109375,"",143.9370880126953,"",298.293212890625,"",475.0884399414063,"",710.904296875
"IMAGE 3.0","EN_INDCi2030_3000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13014.99064763387,13653.96285057068,12811.94949150085,12683.60098203023,12642.42084821065,13102.34610239665,14019.38605308533,14618.76567204793,"",15878.70152791341,"",15542.64450073242,"",11531.34401639302,"",6822.255055109659,"",5343.191425005594
"COFFEE 1.1","EN_INDCi2030_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,4331.816291,4149.444035,3705.570274999999,2271.348663,"",24.71349900000001,"",-1175.590707,"",-1257.806227,"",-1354.702639,"",-1501.073082
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,6559.94704296839,4728.575214409574,4050.528252444616,3437.537868559405,2653.894017348511,1454.028377600428,516.4074755559114,192.6583648771313,"",16.19672140628565,"",-175.3863767948117,"",-135.2186104511999,"",-382.5639787961269
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_full","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",5128.703040815461,"",1768.19522675939,"",-54.3671095979935,"",-616.462750415447,"",-456.6290488785421,"",95.38767330106528,"",3.89014161486126,"",56.08007732241079
"AIM/CGE 2.0","SSP1-34","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9783.3702,11513.6056,"",13851.6147,"",14762.4103,"",13292.8452,"",11303.0358,"",8943.0607,"",6292.2244,"",4818.2816,"",3561.9631,"",2753.0149
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,7960.027919472799,6679.103255466522,6562.899682652436,5830.254944523399,5054.595141866601,3992.792110721825,"",294.7945195455806,"",-59.20070535397455,"",-191.5138305273074,"",-84.32048854266075
"REMIND 2.1","LeastTotalCost_NPi_brkLR15_SSP1_P50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10747.5044,11478.586,11474.9693,11669.9861,11991.1509,12179.3977,11339.8603,10364.0516,9671.1548,8920.7024,8435.4825,"",7073.9947,"",4981.4984,"",3075.1465,"",1576.3543
"COFFEE 1.1","EN_NPi2020_2000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11708.745376,11015.0989745,7302.712227000001,7200.770411,7010.565566,5757.839135000001,"",3097.424185,"",-110.979527,"",-1230.355161,"",-1549.04736,"",-1181.539364
"COFFEE 1.1","EN_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10528.673513,6022.9819065,1763.371518,990.872814,-168.403915,-435.811815,"",-633.596931,"",-538.253234,"",-900.055593,"",-1259.787245,"",-1443.046469
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,5681.9849,2209.5796,1351.3202,1051.0302,782.3648,573.6084,"",277.5993,"",-33.0234,"",-241.8888,"",-391.4958
"REMIND-MAgPIE 1.5","SSP5-26","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10250,11680,"",13460,"",12410,"",8195,"",4021,"",1932,"",737.3,"",-560.4,"",-2230,"",-3399
"WITCH 5.0","EN_INDCi2030_2000f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,9537.461917384951,5724.523556810037,3170.710125412257,1787.238200366282,596.3143062000836,77.49740294548249,-450.336391993856,-851.5051576339431,-1149.803360848925,-1681.088608741851,-2405.559502036074,-3429.801903519521,-4567.882268056648,-5682.084338436116
"IMAGE 3.2","SSP2_SPA1_19I_LIRE_LB","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9316.732089571748,10862.7346366585,11788.34088750559,13118.35448066442,10719.69080068765,3022.461931185515,-239.5295053938228,-842.2993322979218,-1002.560893785702,-1037.475953593792,-785.9855692306431,-1127.908488217212,-1163.635025527563,-442.0955057347388,-39.17389611759274,-213.3124085958011,-346.8954588291497,-365.7485967213615,-337.6370917070884,-204.168138423248
"REMIND-MAgPIE 1.7-3.0","EMF33_WB2C_full","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,12843.9928,14428.4507,13027.0049,9048.6205,5069.476,2056.3004,1196.3472,865.332,733.5951,689.8473,"",324.1947,"",-331.1284,"",-803.9231,"",-934.027
"COFFEE 1.1","EN_INDCi2030_1200f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,4110.361281,3909.690221,3410.872300999999,1899.651778,"",-780.577906,"",-1045.217207,"",-640.118061,"",-315.746559,"",227.286709
"REMIND-MAgPIE 1.7-3.0","EMF33_WB2C_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,12843.9928,14428.4507,10260.4196,5416.0122,1253.5038,49.52,18.0368,15.8327,13.5717,10.8288,"",5.8969,"",4.3868,"",3.6759,"",3.652799999999999
"AIM/CGE 2.1","CO_Bridge","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9558.9729,10934.7769,11951.8164,12481.6879,12294.0786,10689.2918,7876.6834,5280.8161,2665.0692,-234.3373,"",-2480.6111,"",-3309.2558,"",-3824.8414,"",-4336.8145,"",-4763.842
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_3000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,8574.8239,6579.0324,5783.57,5006.3644,3953.7728,3023.762,"",1919.5562,"",1818.9036,"",1684.8058,"",1840.2412
"POLES ENGAGE","EN_INDCi2030_1200f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,8947.716796875,5600.359375,4047.998779296875,3024.797119140625,"",1449.5498046875,"",-27.04668235778809,"",-940.8978271484376,"",-1610.513916015625,"",-1691.456787109375
"WITCH 5.0","EN_INDCi2100_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,9148.576740434635,7731.140700915335,6428.816179907143,5184.16892836934,4133.60262192815,3557.516767550663,3274.042889711203,3178.871375855078,3286.549995383939,3249.99456637198,3204.432686012533,3159.139687586356,3169.523695921954,3309.271635743209
"AIM/CGE 2.1","CD-LINKS_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9783.3702,10803.9253,12127.1413,13585.8234,11545.2026,7984.3382,4855.4107,2606.9724,133.8893,-787.9235,-2187.2206,-4305.335,-5704.5482,-6112.8823,-6448.2899,-6784.234,-6859.9934,-7220.2183,-7850.0937,-8322.5861
"WITCH 5.0","EN_NPi2020_2500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,14456.77014774038,12824.6550885302,10257.65104614278,7605.548454044654,4662.706482856881,3420.853275406968,2557.777994145178,2093.331322777555,1494.529538165815,1126.382120125655,937.1859973621796,737.6494911436428,490.4357171775157,64.62133865027835,-463.5975402561915,-1096.185497833002
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_2000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,8164.5272,5751.5363,4214.8805,3164.118,2158.2577,1743.3325,"",1446.0508,"",1454.0377,"",1499.9134,"",1651.0108
"REMIND 2.1","CEMICS_HotellingConst_2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.9857,11483.3369,11488.5097,10799.4329,9071.0368,5500.3963,3201.7297,1583.8301,851.4679,518.5432,383.9271,"",32.2479,"",-153.3436,"",-80.0214,"",16.7526
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11734.7169,10389.6743,7316.9137,4260.6122,2633.0648,2078.8857,1635.4436,1372.4197,"",1145.6914,"",1251.2467,"",1379.4928,"",1526.9898
"POLES ENGAGE","EN_NPi2020_700f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,11875.798828125,8868.484375,5856.3896484375,3845.459716796875,2203.672607421875,1372.68115234375,"",126.5374069213867,"",-803.1521606445312,"",-1318.957763671875,"",-1376.217651367188,"",-1679.998413085938
"REMIND 1.7","ADVANCE_2020_1.5C-2100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10590.2929,11765.9545,12464.5016,8877.811,4818.948,1623.828,58.4284,-466.4049,-707.7923,-807.7314,-836.6939,"",-843.0491,"",-686.4673,"",-404.3822,"",-238.7698
"POLES ENGAGE","EN_INDCi2030_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,4383.90185546875,2500.773193359375,1984.4755859375,1238.945068359375,"",263.5888671875,"",-805.9750366210938,"",-1433.7470703125,"",-1790.261352539062,"",-2062.953857421875
"WITCH 5.0","CO_2Deg2020","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10766.06480228051,12308.66469180491,13379.76335180271,14128.25752396837,5964.789500772692,2841.961857300289,821.0989094055032,-642.6350623969133,-1842.789050147881,-2665.428175017986,-3146.350407764527,-3496.697788582936,-3793.146162496925,-4396.02765073389,-5207.620840327049,-6370.121032232293,-7554.640615179441,-9260.33980904282,-10884.49270888327,-12546.60558891921
"IMAGE 3.2","SSP1_SPA1_26I_LIRE","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9316.732089571748,10862.7346366585,11788.34088750559,13118.35448066442,13236.60421491793,13560.40406350388,11372.8486707218,9602.857352176088,9096.69907970474,8940.3603879791,7049.298724179562,4187.446833037538,2707.219203559303,1000.335941803001,-604.7935486389656,-1073.027978438333,-1144.645730758457,-785.8964553196421,-330.9298903050861,490.5625731198911
"COFFEE 1.1","EN_NPi2020_1200f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11598.299626,9892.763535499997,5920.923690000001,5489.865059,4780.721267000001,2455.052695,"",-761.0245709999999,"",-992.449106,"",-606.5599830000001,"",-125.2910319999999,"",270.624419
"REMIND 2.1","CEMICS_HotellingConst_1p5","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.9857,11483.3369,11488.5097,7921.2898,4238.3399,1391.9757,-402.3919,-1457.9095,-2508.4357,-3368.1378,-3748.3996,"",-3572.2824,"",-2856.0971,"",-1783.1554,"",-1039.2165
"MESSAGE-GLOBIOM 1.0","SSP1-26","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11038.372062,11745.2439072,"",10795.6842438,"",9554.5796081,"",7853.3352865,"",5585.849169,"",2933.391639400001,"",635.5949969,"",333.6650091,"",83.7436165,"",51.79447020000001
"IMAGE 3.0","EN_NPi2020_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13016.73642794291,13663.08863957723,13212.34599749247,10768.35497220357,8166.374762852986,4435.834129651387,-2142.00206597646,-4943.539301554361,"",-6730.170170466105,"",-8599.730412165323,"",-9825.544436772663,"",-10154.47409947713,"",-9448.4060605367
"TIAM-ECN 1.1","EN_INDCi2030_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552782594012,12946.46820671218,"",12786.29761030361,"",8118.062231773367,"",1061.596994952158,"",-2543.606598248413,"",-3270.378870161149,"",-3051.420511602656,"",-1530.193996409756,"",-1264.983475539453,"",-1490.974863393801
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_2000f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,8845.140365243975,8008.989434025189,7502.285883548128,7329.660807748788,7314.111771785993,7203.567976989444,"",4992.054761310557,"",-4.641376156962679,"",-579.9029843551558,"",-577.7197936620522
"COFFEE 1.1","EN_NPi2020_800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,7750.139798,3598.640400499999,631.0300510000001,-320.024365,-431.4044350000001,-452.1855109999999,"",-218.231268,"",-356.645802,"",-743.2804080000001,"",-1141.871854,"",-1407.725424
"REMIND 2.1","R2p1_SSP5-PkBudg900","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,11042.9875,11579.018,11648.6893,7835.8048,4856.4941,2028.5796,-520.6835,-1891.2288,-2368.7379,-2529.6385,-2483.1428,"",-1962.9833,"",-915.9767,"",-12.4509,"",318.5703
"REMIND-Buildings 2.0","BEG-Budg600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10959.485,11745.0821,13394.7995,10337.2938,6072.3689,2134.8969,497.1932,114.4344,10.766,-60.9975,-123.3963,"",-261.3217,"",-451.2152,"",-836.2297,"",-1239.6209
"GCAM 5.3","SSP_SSP2","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,13636.9367695879,11976.1353254039,8630.16601506435,4676.92191393303,1257.58957977072,-981.239874218864,-2236.97011725567,-3249.42851925927,-4003.42581463025,-3969.79023968044,-4171.5697242704,-4302.74690104543,-4269.13339565608,-4089.4488211699,-4055.32090038792,-4358.33755231197,-4689.93137268335
"COFFEE 1.1","EN_INDCi2030_1800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,5116.574802999999,5137.023053000001,4770.603877,3509.2398,"",1996.149042,"",-376.625314,"",-1163.904482,"",-1116.472091,"",-819.058305
"POLES ENGAGE","EN_INDCi2030_800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,5533.67724609375,3079.8681640625,2389.509765625,1525.333251953125,"",154.4076232910156,"",-728.7855834960938,"",-1229.749633789062,"",-1630.100708007812,"",-1839.015502929688
"GCAM 5.3","R_MAC_95_n0","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376288,11696.2659947255,12649.7131770937,14259.2270482917,13703.280455024,12748.0090477865,11031.9980286494,9079.74934303308,6980.10293920379,5051.99804587644,3115.64074797618,1356.16417645769,-164.571012683375,-1225.34405834567,-2027.39803513992,-2533.87431872315,-2866.66356970382,-3175.47446627804,-3442.37145892365,-3508.95084127364
"WITCH 5.0","EN_INDCi2030_1200f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14340.31998976194,14781.44929134829,12612.65140797849,5422.586704471463,2124.300803592343,342.1384835242318,-733.491217240482,-1547.551557445852,-2194.756394358415,-2648.138181497541,-3189.016790715762,-3856.760600718051,-4723.124543984272,-5737.436446975537,-6787.760023358192,-7979.158982746625,-9288.834767436068
"AIM/CGE 2.2","EN_NPi2020_700f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,12940.8454,9751.6407,7446.7555,4934.1394,2527.2195,1076.0234,-219.4542,-2938.1238,-5611.9098,-7607.1198,-9160.4492,-10012,-10738,-11175,-11634,-12112
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,9983.749194109192,8878.26083114178,8154.298232516238,7404.991715649238,7113.944638308707,6800.775760577892,6275.046366369981,5259.631341107941,"",420.2410685563988,"",185.9200791145899,"",-12.46269622031143,"",-25.7827463773589
"POLES ENGAGE","EN_INDCi2030_400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,3552.605712890625,1984.006591796875,1494.70947265625,920.92529296875,"",117.2914810180664,"",-1286.14599609375,"",-1891.63623046875,"",-2129.640625,"",-2237.351806640625
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_3000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,11396.69163353362,10710.10207124926,9993.530764182417,10186.80895226106,11291.14426720722,12133.26688091757,"",11377.19851044347,"",8939.869962499506,"",2842.822059039926,"",-183.566940201084
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_openres_lc_80","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386185922,10988.3299058154,11692.1746688039,"",12421.2145221445,"",5367.52480184305,"",2144.07633506991,"",584.689780748524,"",63.7831239731635,"",-56.8684299725833,"",-204.685030236123,"",-238.943688043184,"",-217.82379764305
"IMAGE 3.0.2","EMF33_tax_hi_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",9194.140625,11050.400390625,12583.5703125,"",15362.76953125,"",12470.169921875,"",8809.25390625,"",3768.39208984375,"",1825.94299316406,"",1509.93103027344,"",1279.07604980469,"",1193.80603027344,"",1272.39001464844
"COFFEE 1.1","CO_2Deg2030","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,2153.935413,1143.159676,196.416911,-497.6511470000001,"",-659.110788,"",-381.20906,"",-12.52967899999999,"",333.270946,"",431.283571
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,4745.163314101515,1742.024903112104,238.8495525768057,63.46193587747047,-25.49325628129452,-96.57682108318592,"",-141.9998861641393,"",-46.26136968315344,"",-115.5027350241349,"",-94.10579096444762
"WITCH 5.0","EN_INDCi2030_3000f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,12912.01490269186,10947.1298775219,8946.945216842223,6827.799561050533,5437.204035397088,4838.016231213365,4320.913416405365,3709.051752053138,3504.212860766408,3308.094849743228,3197.398369362527,3048.32896546427,2986.338534895623,2851.396196047345
